Date,005930.KS,051910.KS,005380.KS,035420.KS,017670.KS,207940.KS,068270.KS,035720.KS,006400.KS,051900.KS
2011-02-22,18760.0,380000.0,173500.0,44493.69921875,156000.0,,28356.19921875,89400.0,166000.0,363000.0
2011-02-23,18600.0,376000.0,170000.0,46454.80078125,157500.0,,28628.400390625,89500.0,165000.0,373500.0
2011-02-24,18580.0,371000.0,171000.0,45596.80078125,162500.0,,28447.0,92900.0,163500.0,365500.0
2011-02-25,18520.0,371500.0,175000.0,45596.80078125,165000.0,,29127.5,97800.0,163500.0,368000.0
2011-02-28,18460.0,372000.0,178000.0,46454.80078125,163000.0,,29082.099609375,99600.0,166500.0,358000.0
2011-03-02,18360.0,383500.0,179000.0,46332.30078125,161500.0,,28583.099609375,95800.0,168500.0,352000.0
2011-03-03,18460.0,388000.0,184000.0,46700.0,160500.0,,28855.30078125,98500.0,174000.0,360000.0
2011-03-04,18900.0,389000.0,183500.0,47190.30078125,164500.0,,30216.400390625,94600.0,174000.0,366000.0
2011-03-07,18120.0,386000.0,182500.0,45596.80078125,162000.0,,31396.0,92600.0,173500.0,364500.0
2011-03-08,17980.0,388000.0,185000.0,45964.6015625,163500.0,,31305.30078125,95400.0,174500.0,370500.0
2011-03-09,17800.0,399000.0,188500.0,46087.1015625,166000.0,,30397.900390625,97000.0,169500.0,362500.0
2011-03-10,17320.0,401000.0,188500.0,46332.30078125,163500.0,,30352.5,94900.0,167500.0,369500.0
2011-03-11,17240.0,388500.0,182500.0,45351.69921875,160500.0,,29717.30078125,92500.0,166000.0,368000.0
2011-03-14,18000.0,409500.0,185500.0,45351.69921875,160500.0,,28900.69921875,91000.0,167000.0,372000.0
2011-03-15,17200.0,407500.0,181500.0,44616.30078125,157000.0,,28401.599609375,90000.0,168500.0,360000.0
2011-03-16,17720.0,412500.0,182000.0,46087.1015625,160000.0,,28900.69921875,90200.0,167500.0,360000.0
2011-03-17,17800.0,418000.0,178500.0,45842.0,160000.0,,28946.0,90700.0,165000.0,365000.0
2011-03-18,17820.0,413000.0,179500.0,45964.6015625,158000.0,,29036.80078125,91000.0,165000.0,370000.0
2011-03-21,17800.0,415000.0,181000.0,46945.1015625,160500.0,,29354.400390625,90400.0,163000.0,374500.0
2011-03-22,17500.0,424000.0,189000.0,46700.0,158500.0,,29309.0,92000.0,157000.0,370000.0
2011-03-23,17460.0,418500.0,190500.0,47680.6015625,159000.0,,29626.599609375,95800.0,159500.0,369000.0
2011-03-24,17600.0,427000.0,198500.0,47435.3984375,159000.0,,30034.900390625,97400.0,158000.0,386000.0
2011-03-25,18200.0,431000.0,199000.0,46087.1015625,160500.0,,29898.80078125,96800.0,161500.0,393000.0
2011-03-28,18320.0,436500.0,199500.0,45474.30078125,161000.0,,29399.69921875,98800.0,161500.0,385500.0
2011-03-29,18320.0,443000.0,207000.0,45842.0,160500.0,,29581.19921875,98300.0,161000.0,390500.0
2011-03-30,18520.0,450000.0,210000.0,46700.0,161000.0,,31305.30078125,99800.0,168000.0,406000.0
2011-03-31,18640.0,460000.0,203000.0,46945.1015625,163500.0,,31577.5,98000.0,168000.0,411500.0
2011-04-01,18800.0,458000.0,203500.0,50132.0,165500.0,,31668.19921875,99300.0,172000.0,418000.0
2011-04-04,18900.0,446500.0,201500.0,50254.6015625,165000.0,,32212.69921875,98800.0,169500.0,420000.0
2011-04-05,18900.0,468500.0,204000.0,50377.19921875,166000.0,,32439.5,99800.0,172500.0,419500.0
2011-04-06,18460.0,477500.0,210500.0,50377.19921875,164000.0,,31441.400390625,98200.0,171000.0,414500.0
2011-04-07,18180.0,471000.0,205500.0,49396.6015625,162000.0,,31668.19921875,98900.0,172500.0,408500.0
2011-04-08,17960.0,479000.0,205000.0,48416.0,160500.0,,31169.19921875,98500.0,173000.0,403500.0
2011-04-11,17880.0,475500.0,206000.0,50009.3984375,159000.0,,30851.599609375,98000.0,174000.0,395000.0
2011-04-12,17640.0,460000.0,200000.0,47925.69921875,159500.0,,29989.5,98000.0,174000.0,400500.0
2011-04-13,18020.0,477500.0,212500.0,48048.30078125,159000.0,,31169.19921875,98800.0,177000.0,406000.0
2011-04-14,18000.0,497500.0,222000.0,48538.6015625,159000.0,,30942.30078125,103900.0,181000.0,420000.0
2011-04-15,17760.0,508000.0,221500.0,49028.8984375,155519.0,,31486.69921875,108600.0,185000.0,422500.0
2011-04-18,17340.0,513000.0,226000.0,47312.80078125,158500.0,,31713.599609375,106600.0,189000.0,412500.0
2011-04-19,17500.0,520000.0,225500.0,48661.1015625,157500.0,,33392.30078125,108700.0,189000.0,411000.0
2011-04-20,18320.0,549000.0,232500.0,50009.3984375,159000.0,,33437.69921875,109000.0,198000.0,420000.0
2011-04-21,18560.0,567000.0,235500.0,50867.3984375,159500.0,,33800.6015625,109500.0,196500.0,433500.0
2011-04-22,18080.0,559000.0,233000.0,50744.8984375,158500.0,,33346.8984375,105200.0,194500.0,426500.0
2011-04-25,17780.0,559000.0,246000.0,49764.30078125,160000.0,,33437.69921875,105000.0,194500.0,426500.0
2011-04-26,17940.0,554000.0,245000.0,51112.6015625,160500.0,,32757.099609375,106200.0,189500.0,426500.0
2011-04-27,18480.0,523000.0,233500.0,52460.8984375,163000.0,,32394.099609375,105200.0,190000.0,432500.0
2011-04-28,18000.0,523000.0,250500.0,51480.30078125,161500.0,,32212.69921875,106700.0,189000.0,429500.0
2011-04-29,17860.0,530000.0,246500.0,52093.19921875,162500.0,,33301.5,109800.0,191500.0,431000.0
2011-05-02,18640.0,540000.0,254500.0,53564.0,163500.0,,33346.8984375,112700.0,197000.0,426000.0
2011-05-03,18760.0,516000.0,242000.0,53196.30078125,165000.0,,31622.900390625,108700.0,197500.0,429000.0
2011-05-04,18300.0,502000.0,240000.0,52093.19921875,166000.0,,31078.400390625,108700.0,188000.0,434000.0
2011-05-06,17980.0,505000.0,238500.0,51602.8984375,169000.0,,31532.099609375,106000.0,186500.0,413000.0
2011-05-09,17820.0,505000.0,238500.0,50990.0,165500.0,,31078.400390625,102500.0,186000.0,402500.0
2011-05-11,17840.0,520000.0,247500.0,51357.69921875,162500.0,,30806.19921875,102100.0,184500.0,412000.0
2011-05-12,17700.0,499500.0,236000.0,49028.8984375,161000.0,,30851.599609375,101500.0,188500.0,401000.0
2011-05-13,18320.0,491000.0,229500.0,49028.8984375,162000.0,,30579.30078125,103300.0,189000.0,417500.0
2011-05-16,18020.0,492000.0,224000.0,49151.3984375,164000.0,,30216.400390625,103800.0,191500.0,430000.0
2011-05-17,17800.0,494500.0,226000.0,49396.6015625,163500.0,,30715.5,104100.0,187500.0,433000.0
2011-05-18,17860.0,513000.0,238500.0,47190.30078125,165000.0,,31033.0,103000.0,189500.0,438000.0
2011-05-19,17600.0,507000.0,233500.0,47803.1015625,165000.0,,30125.599609375,102000.0,185000.0,433000.0
2011-05-20,17640.0,502000.0,241000.0,47558.0,167500.0,,30034.900390625,100900.0,189000.0,457500.0
2011-05-23,17460.0,484500.0,228000.0,46332.30078125,168000.0,,29309.0,101700.0,184000.0,433000.0
2011-05-24,17300.0,486500.0,230500.0,46209.69921875,164000.0,,29671.900390625,100000.0,183000.0,431000.0
2011-05-25,17120.0,480000.0,230500.0,47067.69921875,162500.0,,30806.19921875,100500.0,184000.0,429000.0
2011-05-26,17580.0,511000.0,243500.0,46332.30078125,161500.0,,31033.0,102000.0,201000.0,424000.0
2011-05-27,17820.0,505000.0,248500.0,46332.30078125,161000.0,,31713.599609375,101900.0,200500.0,427500.0
2011-05-30,17680.0,510000.0,249000.0,46209.69921875,160000.0,,32575.599609375,101900.0,177500.0,424500.0
2011-05-31,18040.0,535000.0,252500.0,47067.69921875,160000.0,,33210.80078125,104800.0,176500.0,441500.0
2011-06-01,18220.0,531000.0,243500.0,47435.3984375,160000.0,,32666.400390625,107000.0,178500.0,455000.0
2011-06-02,17660.0,519000.0,242000.0,46577.3984375,159000.0,,32666.400390625,109000.0,174000.0,436500.0
2011-06-03,17700.0,500000.0,241500.0,46945.1015625,159500.0,,32847.80078125,111900.0,164500.0,449500.0
2011-06-07,17740.0,494500.0,238000.0,47190.30078125,160000.0,,32439.5,114600.0,166500.0,454000.0
2011-06-08,17540.0,490500.0,231500.0,47803.1015625,157500.0,,33573.80078125,114600.0,163500.0,435000.0
2011-06-09,17300.0,493000.0,226500.0,46454.80078125,155500.0,,33755.19921875,113000.0,165500.0,427500.0
2011-06-10,17020.0,494000.0,223000.0,46087.1015625,152500.0,,33120.1015625,112200.0,160000.0,417000.0
2011-06-13,17060.0,491500.0,226500.0,49028.8984375,153500.0,,33936.69921875,112800.0,156500.0,432500.0
2011-06-14,17260.0,501000.0,236000.0,49028.8984375,152500.0,,34435.80078125,111100.0,162500.0,440500.0
2011-06-15,17300.0,504000.0,234500.0,48048.30078125,153500.0,,35116.30078125,112900.0,163500.0,440000.0
2011-06-16,16960.0,491000.0,228000.0,47312.80078125,153000.0,,35252.5,113500.0,164500.0,439000.0
2011-06-17,16380.0,478500.0,225500.0,47312.80078125,154000.0,,36296.0,113800.0,161000.0,450000.0
2011-06-20,16000.0,450000.0,227500.0,48416.0,154500.0,,36840.3984375,112500.0,161500.0,431500.0
2011-06-21,16280.0,463000.0,230000.0,48416.0,156500.0,,37021.8984375,113300.0,164500.0,441500.0
2011-06-22,16520.0,475500.0,231500.0,48906.30078125,158500.0,,37021.8984375,115600.0,162500.0,440500.0
2011-06-23,16620.0,474000.0,224000.0,46945.1015625,157500.0,,36386.69921875,112500.0,164500.0,431000.0
2011-06-24,17040.0,481500.0,232000.0,47312.80078125,160000.0,,38110.80078125,113700.0,170500.0,450000.0
2011-06-27,16700.0,475500.0,234000.0,46577.3984375,156500.0,,38020.0,110600.0,169500.0,445000.0
2011-06-28,16640.0,470500.0,230000.0,46945.1015625,159000.0,,38564.5,110000.0,166500.0,446500.0
2011-06-29,16660.0,482500.0,238000.0,47067.69921875,159500.0,,39608.0,110500.0,165500.0,450000.0
2011-06-30,16520.0,488000.0,237000.0,46332.30078125,161500.0,,40107.0,111000.0,163500.0,459000.0
2011-07-01,17100.0,498000.0,240500.0,46332.30078125,161000.0,,39335.80078125,110100.0,168500.0,449000.0
2011-07-04,17560.0,501000.0,244500.0,45964.6015625,161500.0,,38337.6015625,112000.0,170000.0,448500.0
2011-07-05,17980.0,493500.0,244000.0,46454.80078125,160500.0,,38110.80078125,112000.0,174500.0,461000.0
2011-07-06,17960.0,495000.0,246500.0,46332.30078125,159500.0,,38156.1015625,111700.0,173500.0,467000.0
2011-07-07,17600.0,503000.0,248000.0,46822.6015625,154500.0,,39018.19921875,112000.0,172000.0,494000.0
2011-07-08,17700.0,509000.0,247500.0,47067.69921875,149500.0,,39018.19921875,117000.0,173000.0,480000.0
2011-07-11,17300.0,499000.0,239000.0,46700.0,144000.0,,39154.30078125,120400.0,168000.0,485000.0
2011-07-12,17000.0,477500.0,231500.0,45474.30078125,140500.0,,39834.80078125,117500.0,164500.0,477500.0
2011-07-13,16860.0,486000.0,238000.0,46087.1015625,140000.0,,41241.30078125,126300.0,165000.0,469500.0
2011-07-14,16620.0,489500.0,238500.0,45229.1015625,140500.0,,41831.1015625,123000.0,167500.0,470000.0
2011-07-15,16640.0,489500.0,240000.0,45964.6015625,144000.0,,42239.3984375,122500.0,169500.0,475000.0
2011-07-18,16260.0,496500.0,236500.0,47925.69921875,144000.0,,42284.80078125,127100.0,163500.0,475000.0
2011-07-19,16440.0,486500.0,233000.0,49519.1015625,143500.0,,42783.8984375,131800.0,163000.0,474500.0
2011-07-20,17020.0,493500.0,235500.0,49274.0,144000.0,,43282.8984375,136000.0,174500.0,475000.0
2011-07-21,16840.0,461500.0,233000.0,51480.30078125,144500.0,,41377.3984375,137000.0,175000.0,477000.0
2011-07-22,17000.0,468000.0,236500.0,51357.69921875,143500.0,,43282.8984375,138600.0,173500.0,482000.0
2011-07-25,16940.0,453000.0,234000.0,50622.30078125,144500.0,,45007.0,138600.0,169500.0,490000.0
2011-07-26,17000.0,466000.0,238000.0,52093.19921875,147500.0,,44916.30078125,142500.0,170000.0,474000.0
2011-07-27,16900.0,473000.0,243000.0,53441.5,151500.0,,43328.30078125,142000.0,169500.0,463000.0
2011-07-28,16740.0,472000.0,239000.0,52460.8984375,147500.0,,43872.69921875,135000.0,169500.0,469000.0
2011-07-29,16880.0,470000.0,235000.0,51480.30078125,147000.0,,43555.19921875,132000.0,170000.0,477000.0
2011-08-01,17400.0,485500.0,235500.0,52215.69921875,149500.0,,43963.5,133400.0,175500.0,483500.0
2011-08-02,17040.0,471000.0,224000.0,52338.30078125,145500.0,,43237.6015625,130000.0,170500.0,486000.0
2011-08-03,16660.0,449500.0,214000.0,51848.0,144000.0,,43237.6015625,133900.0,163500.0,481000.0
2011-08-04,16420.0,416000.0,209000.0,50867.3984375,145000.0,,42511.6015625,137500.0,160000.0,480500.0
2011-08-05,15780.0,407000.0,204000.0,48906.30078125,141000.0,,40696.80078125,134900.0,156000.0,467000.0
2011-08-08,15200.0,387000.0,199500.0,46577.3984375,135500.0,,38383.0,130800.0,148500.0,458500.0
2011-08-09,14480.0,395000.0,194000.0,42900.19921875,131500.0,,36296.0,125800.0,141500.0,447500.0
2011-08-10,14400.0,388000.0,192500.0,46945.1015625,131000.0,,37657.1015625,128000.0,145500.0,450000.0
2011-08-11,14160.0,390000.0,197000.0,46454.80078125,135000.0,,39970.8984375,135000.0,155000.0,446000.0
2011-08-12,14140.0,354000.0,188000.0,43513.1015625,134000.0,,40061.69921875,129400.0,152000.0,455000.0
2011-08-16,15000.0,387000.0,203000.0,43513.1015625,139500.0,,42012.6015625,119000.0,158000.0,461500.0
2011-08-17,15040.0,380500.0,200500.0,43635.69921875,146500.0,,42420.8984375,123500.0,161000.0,468500.0
2011-08-18,14180.0,367500.0,191500.0,46700.0,156000.0,,42194.1015625,127500.0,158000.0,500000.0
2011-08-19,13600.0,313500.0,170500.0,45719.3984375,151500.0,,38292.19921875,124800.0,139000.0,480000.0
2011-08-22,13820.0,302500.0,161500.0,46822.6015625,152500.0,,39789.3984375,122500.0,133000.0,470000.0
2011-08-23,14460.0,343000.0,178000.0,47558.0,157500.0,,43963.5,120800.0,141000.0,464500.0
2011-08-24,14160.0,341500.0,180500.0,49028.8984375,151500.0,,42647.80078125,116600.0,131500.0,448500.0
2011-08-25,14500.0,347500.0,188500.0,48538.6015625,152500.0,,41876.5,118900.0,130500.0,453500.0
2011-08-26,14520.0,358000.0,192500.0,47312.80078125,144500.0,,42194.1015625,119000.0,131000.0,437500.0
2011-08-29,14660.0,375500.0,195000.0,46577.3984375,150000.0,,42284.80078125,119400.0,141500.0,451000.0
2011-08-30,14840.0,369000.0,196500.0,47803.1015625,152000.0,,41921.80078125,124200.0,138500.0,466000.0
2011-08-31,14880.0,378500.0,203000.0,50990.0,155000.0,,42194.1015625,127000.0,140000.0,470000.0
2011-09-01,15420.0,380000.0,202500.0,50867.3984375,151500.0,,41740.3984375,128000.0,138000.0,469000.0
2011-09-02,15380.0,367500.0,200000.0,51602.8984375,151000.0,,42693.1015625,134500.0,137500.0,464500.0
2011-09-05,14620.0,329000.0,189500.0,52093.19921875,154500.0,,41377.3984375,133800.0,129000.0,461000.0
2011-09-06,14540.0,329000.0,192000.0,52951.19921875,154000.0,,39471.8984375,134000.0,120000.0,457500.0
2011-09-07,15460.0,343000.0,199000.0,53809.19921875,154500.0,,40833.0,136800.0,125000.0,455000.0
2011-09-08,15960.0,354500.0,201500.0,51970.6015625,151000.0,,40923.69921875,136000.0,122500.0,465500.0
2011-09-09,15600.0,346000.0,197500.0,50867.3984375,148000.0,,40016.30078125,128500.0,117000.0,469500.0
2011-09-14,15060.0,323000.0,191000.0,49886.8984375,146000.0,,37838.5,127700.0,110500.0,470000.0
2011-09-15,15420.0,329500.0,198500.0,50254.6015625,153000.0,,38110.80078125,131400.0,113000.0,477000.0
2011-09-16,15960.0,343000.0,208000.0,50499.69921875,159500.0,,39290.3984375,132500.0,116000.0,490000.0
2011-09-19,16160.0,328500.0,206000.0,51602.8984375,154000.0,,38609.80078125,130100.0,114000.0,482000.0
2011-09-20,16220.0,328000.0,208500.0,53318.8984375,150500.0,,38927.3984375,133500.0,122000.0,493000.0
2011-09-21,16260.0,351500.0,211000.0,55157.5,149000.0,,39471.8984375,146500.0,121500.0,500000.0
2011-09-22,15800.0,335500.0,207000.0,55157.5,145500.0,,39290.3984375,143000.0,115000.0,510000.0
2011-09-23,15160.0,316500.0,197000.0,52828.6015625,147500.0,,38110.80078125,136900.0,105000.0,490000.0
2011-09-26,15500.0,299500.0,196000.0,52093.19921875,155500.0,,36250.6015625,132700.0,100000.0,504000.0
2011-09-27,16080.0,321500.0,207000.0,52951.19921875,153000.0,,39199.6015625,140000.0,110000.0,511000.0
2011-09-28,16140.0,313000.0,205000.0,53318.8984375,153000.0,,39880.19921875,139100.0,114500.0,509000.0
2011-09-29,16740.0,325000.0,211000.0,54176.8984375,152000.0,,40061.69921875,143200.0,119000.0,523000.0
2011-09-30,16800.0,321000.0,211000.0,55647.80078125,149500.0,,40061.69921875,143400.0,116000.0,533000.0
2011-10-04,16560.0,294000.0,205000.0,55647.80078125,148500.0,,40379.30078125,134000.0,111500.0,514000.0
2011-10-05,16840.0,285000.0,197000.0,56873.5,156000.0,,39608.0,125800.0,105000.0,525000.0
2011-10-06,17100.0,306000.0,194500.0,57976.6015625,157500.0,,41604.19921875,132000.0,120500.0,538000.0
2011-10-07,17200.0,322000.0,200000.0,54299.5,157500.0,,42330.19921875,125400.0,122000.0,533000.0
2011-10-10,17480.0,323500.0,197000.0,55157.5,154500.0,,42420.8984375,129000.0,127000.0,508000.0
2011-10-11,17620.0,337000.0,204500.0,55157.5,155000.0,,42375.5,127000.0,126500.0,510000.0
2011-10-12,17960.0,337000.0,207500.0,56750.8984375,155000.0,,42466.30078125,132400.0,125500.0,508000.0
2011-10-13,17800.0,338000.0,212000.0,56383.19921875,153500.0,,41014.3984375,135000.0,122500.0,500000.0
2011-10-14,17720.0,341500.0,212500.0,60060.3984375,158000.0,,37203.3984375,141000.0,126500.0,506000.0
2011-10-17,17800.0,348000.0,219500.0,61163.5,165000.0,,37657.1015625,139600.0,127000.0,530000.0
2011-10-18,17660.0,336000.0,217500.0,60305.5,164500.0,,37566.30078125,146000.0,124000.0,540000.0
2011-10-19,17720.0,340500.0,221500.0,62511.80078125,160500.0,,37566.30078125,146200.0,125000.0,553000.0
2011-10-20,18140.0,314500.0,215500.0,58221.80078125,160000.0,,35933.0,143500.0,128000.0,543000.0
2011-10-21,18340.0,343000.0,216500.0,57363.80078125,160000.0,,32031.19921875,148000.0,136000.0,522000.0
2011-10-24,18820.0,348000.0,228000.0,59079.80078125,162500.0,,34662.6015625,148000.0,137500.0,523000.0
2011-10-25,18900.0,350500.0,228000.0,58957.19921875,160000.0,,35297.80078125,145900.0,137500.0,537000.0
2011-10-26,18680.0,369000.0,223500.0,57976.6015625,161500.0,,35660.80078125,146900.0,139000.0,522000.0
2011-10-27,18480.0,377500.0,223500.0,58221.80078125,159000.0,,35207.1015625,139600.0,135500.0,532000.0
2011-10-28,18900.0,380000.0,225000.0,56750.8984375,152500.0,,33301.5,134200.0,133500.0,508000.0
2011-10-31,19360.0,364000.0,227000.0,57118.6015625,148000.0,,34208.8984375,135900.0,136000.0,503000.0
2011-11-01,19800.0,365500.0,231500.0,56383.19921875,151000.0,,33800.6015625,130200.0,136500.0,507000.0
2011-11-02,19420.0,360000.0,232000.0,57118.6015625,149000.0,,33982.1015625,133500.0,136500.0,513000.0
2011-11-03,19340.0,344500.0,231000.0,55892.8984375,146500.0,,34254.30078125,130000.0,135000.0,504000.0
2011-11-04,20100.0,372500.0,238000.0,57241.19921875,146500.0,,34662.6015625,131900.0,142000.0,519000.0
2011-11-07,19860.0,366500.0,237000.0,56138.0,152500.0,,35796.8984375,135200.0,141000.0,525000.0
2011-11-08,19400.0,363500.0,236500.0,56750.8984375,151500.0,,36296.0,134300.0,138000.0,526000.0
2011-11-09,19700.0,365500.0,235000.0,59570.1015625,153000.0,,35933.0,143500.0,138500.0,529000.0
2011-11-10,18700.0,349500.0,221500.0,56628.30078125,145000.0,,33165.3984375,141300.0,128500.0,530000.0
2011-11-11,19660.0,362000.0,228500.0,58099.19921875,149500.0,,34208.8984375,142200.0,130000.0,524000.0
2011-11-14,19920.0,372500.0,231500.0,59079.80078125,149000.0,,33800.6015625,141900.0,131000.0,542000.0
2011-11-15,19920.0,360000.0,230000.0,60673.19921875,147000.0,,35207.1015625,137700.0,127000.0,544000.0
2011-11-16,19500.0,354500.0,226000.0,59324.8984375,145500.0,,34072.80078125,138200.0,122000.0,544000.0
2011-11-17,19600.0,355000.0,226500.0,60550.6015625,149000.0,,34163.6015625,141700.0,125500.0,545000.0
2011-11-18,19260.0,335500.0,221500.0,58221.80078125,147000.0,,33709.8984375,139700.0,121500.0,540000.0
2011-11-21,19000.0,321000.0,218500.0,57118.6015625,149000.0,,34753.3984375,138400.0,119500.0,524000.0
2011-11-22,19260.0,325000.0,220500.0,59447.5,150000.0,,34208.8984375,141700.0,123500.0,525000.0
2011-11-23,18700.0,315000.0,215500.0,57486.30078125,149000.0,,32348.80078125,141500.0,120500.0,517000.0
2011-11-24,18860.0,320000.0,215500.0,58344.30078125,154500.0,,29853.400390625,143700.0,123000.0,507000.0
2011-11-25,18940.0,308000.0,208500.0,60182.8984375,153500.0,,29354.400390625,142700.0,122500.0,501000.0
2011-11-28,19560.0,311000.0,209000.0,60673.19921875,156000.0,,31441.400390625,147000.0,127000.0,498500.0
2011-11-29,20100.0,331500.0,216500.0,61653.80078125,151500.0,,31123.80078125,146300.0,131500.0,504000.0
2011-11-30,20080.0,322500.0,213000.0,60795.80078125,152000.0,,33029.30078125,146000.0,133500.0,532000.0
2011-12-01,21480.0,346500.0,221500.0,55647.80078125,153500.0,,33800.6015625,138800.0,139000.0,526000.0
2011-12-02,21000.0,348500.0,221500.0,56138.0,150000.0,,33846.0,139500.0,141000.0,510000.0
2011-12-05,21320.0,350500.0,223000.0,56750.8984375,150000.0,,34844.1015625,141000.0,141500.0,519000.0
2011-12-06,20880.0,348000.0,226000.0,56750.8984375,149500.0,,34390.3984375,138000.0,133500.0,508000.0
2011-12-07,21120.0,328500.0,227000.0,54422.0,150000.0,,33709.8984375,136600.0,139500.0,507000.0
2011-12-08,21280.0,329000.0,223000.0,55157.5,154000.0,,33800.6015625,135200.0,136500.0,510000.0
2011-12-09,21060.0,316000.0,216000.0,52951.19921875,150500.0,,34526.5,133200.0,140000.0,503000.0
2011-12-12,21680.0,313500.0,219000.0,55647.80078125,151000.0,,34844.1015625,138000.0,149500.0,513000.0
2011-12-13,21000.0,313000.0,210500.0,55770.30078125,149000.0,,34118.19921875,134100.0,148500.0,499000.0
2011-12-14,20800.0,315500.0,209000.0,53441.5,151000.0,,34027.5,134800.0,144000.0,510000.0
2011-12-15,20300.0,312000.0,203500.0,52951.19921875,148500.0,,32938.6015625,132800.0,137500.0,502000.0
2011-12-16,20900.0,327000.0,208500.0,53318.8984375,149000.0,,33301.5,136700.0,139000.0,498500.0
2011-12-19,20140.0,310000.0,206000.0,51357.69921875,145500.0,,31486.69921875,132500.0,130500.0,484500.0
2011-12-20,20240.0,307500.0,208500.0,49519.1015625,153000.0,,31940.400390625,128200.0,132500.0,494000.0
2011-12-21,21140.0,320000.0,213000.0,54422.0,153000.0,,32757.099609375,128700.0,135500.0,515000.0
2011-12-22,21040.0,319500.0,213500.0,54176.8984375,151500.0,,32666.400390625,128300.0,135000.0,516000.0
2011-12-23,21360.0,333500.0,215000.0,53809.19921875,153500.0,,32121.900390625,127800.0,134000.0,518000.0
2011-12-26,21320.0,330000.0,214500.0,52828.6015625,154000.0,,31895.099609375,126000.0,133000.0,512000.0
2011-12-27,21460.0,324000.0,213000.0,53196.30078125,151000.0,,30851.599609375,123600.0,132500.0,507000.0
2011-12-28,21220.0,320000.0,213000.0,51480.30078125,141500.0,,32348.80078125,121600.0,134000.0,509000.0
2011-12-29,21160.0,317500.0,213000.0,51725.3984375,141500.0,,32938.6015625,120000.0,133500.0,487500.0
2012-01-02,21600.0,320000.0,212500.0,51235.19921875,139500.0,,32439.5,123700.0,137500.0,479500.0
2012-01-03,22100.0,330500.0,221500.0,53809.19921875,141000.0,,32439.5,127100.0,141000.0,499000.0
2012-01-04,21600.0,324500.0,223500.0,53809.19921875,139000.0,,32439.5,124500.0,138500.0,482500.0
2012-01-05,21100.0,331500.0,223500.0,53073.69921875,138500.0,,32031.19921875,125600.0,134000.0,483000.0
2012-01-06,20800.0,323500.0,219500.0,53073.69921875,137500.0,,31305.30078125,122000.0,134500.0,490500.0
2012-01-09,20320.0,319000.0,221500.0,52951.19921875,135000.0,,31441.400390625,125200.0,132500.0,499500.0
2012-01-10,20520.0,324000.0,226500.0,52951.19921875,137000.0,,31396.0,131400.0,133500.0,494000.0
2012-01-11,20420.0,323000.0,227000.0,53931.69921875,135500.0,,30851.599609375,132000.0,131500.0,478500.0
2012-01-12,20560.0,334000.0,229500.0,54422.0,135000.0,,31078.400390625,129500.0,133000.0,479000.0
2012-01-13,20920.0,344000.0,227500.0,54422.0,137500.0,,33301.5,125300.0,131000.0,474000.0
2012-01-16,20600.0,348500.0,226000.0,53931.69921875,137000.0,,32893.19921875,129200.0,129500.0,484500.0
2012-01-17,20720.0,358500.0,231000.0,54912.30078125,134500.0,,32847.80078125,132500.0,128500.0,494000.0
2012-01-18,20600.0,367500.0,226000.0,55770.30078125,137500.0,,33755.19921875,131000.0,129000.0,503000.0
2012-01-19,21440.0,378500.0,227500.0,56260.6015625,137500.0,,33483.0,131000.0,135500.0,504000.0
2012-01-20,22100.0,384000.0,232000.0,54789.80078125,136500.0,,33755.19921875,127900.0,138500.0,512000.0
2012-01-25,22280.0,377500.0,234000.0,53196.30078125,142000.0,,34299.69921875,125700.0,141500.0,507000.0
2012-01-26,22260.0,378000.0,229000.0,53931.69921875,143000.0,,34889.5,127500.0,144500.0,495000.0
2012-01-27,22500.0,382000.0,221000.0,53073.69921875,143000.0,,34708.0,129000.0,144500.0,480000.0
2012-01-30,22300.0,365000.0,216000.0,51725.3984375,142000.0,,33483.0,131200.0,140500.0,464500.0
2012-01-31,22140.0,374000.0,221000.0,51970.6015625,142500.0,,34072.80078125,131900.0,139500.0,478000.0
2012-02-01,21580.0,388000.0,218500.0,51480.30078125,140500.0,,34299.69921875,129200.0,145000.0,472500.0
2012-02-02,21600.0,411000.0,218000.0,51602.8984375,141500.0,,34163.6015625,124100.0,144500.0,479500.0
2012-02-03,21320.0,406500.0,216500.0,53318.8984375,137500.0,,33709.8984375,122300.0,142500.0,480000.0
2012-02-06,21480.0,405000.0,212500.0,54054.30078125,137000.0,,32258.0,114500.0,143000.0,479000.0
2012-02-07,21860.0,406500.0,219000.0,53564.0,137500.0,,31849.69921875,116800.0,141500.0,487000.0
2012-02-08,21840.0,420000.0,221500.0,52215.69921875,137000.0,,31985.80078125,117800.0,146000.0,492500.0
2012-02-09,21680.0,434000.0,220000.0,52093.19921875,136500.0,,32167.30078125,114800.0,150500.0,482500.0
2012-02-10,21240.0,418500.0,217500.0,53318.8984375,136000.0,,32530.30078125,117500.0,151500.0,467000.0
2012-02-13,21660.0,414000.0,221500.0,53318.8984375,136500.0,,32394.099609375,120200.0,153000.0,465500.0
2012-02-14,21600.0,416500.0,219000.0,53686.6015625,137500.0,,32303.400390625,120300.0,153000.0,462000.0
2012-02-15,22700.0,418000.0,218500.0,55157.5,139000.0,,32348.80078125,115300.0,147500.0,464000.0
2012-02-16,22700.0,403500.0,219000.0,54176.8984375,137500.0,,33301.5,115000.0,142000.0,467000.0
