Date,KOSPI2 INDEX,005930 KS EQUITY,MXWO INDEX,CCMP INDEX,SPX INDEX,VIX INDEX,NDX INDEX,SX5E INDEX,NKY INDEX,DAX INDEX,HSI INDEX,SXXP INDEX,UKX INDEX,TPX INDEX,SHCOMP INDEX,MXEF INDEX,MXWD INDEX,SOX INDEX,DXY INDEX,FEDL01 INDEX,KOSDAQ INDEX,XAU BGN CURNCY,USDKRW BGN Curncy,EHGDKRY Index,USDCNY BGN Curncy,USDEUR Curncy,GJGB10 INDEX,CAD BGN CURNCY,GT10 GOVT,GBPUSD CURNCY,USDJPY CURNCY,BRL CURNCY,CL1 COMDTY,SMI INDEX
2005.9.30,157.55,9381,1224.31,2151.69,1228.81,11.92,1601.66,3428.51,13574.3,5044.12,15428.52,297.4,5477.7,1412.28,1155.614,661.32,300.6,475.32,89.52,3.62,571.95,469.3,1042.4,5.24,8.092,0.8315,1.484,1.163,4.326,1.7643,113.51,2.2275,66.24,6898.88
2005.10.31,148.84,8806,1193.88,2120.3,1207.01,15.32,1579.18,3320.15,13606.5,4929.07,14386.37,290.29,5317.3,1444.73,1092.817,617.41,292.32,432.64,90.07,3.78,587.46,465.19,1040.5,5.24,8.0845,0.8339,1.554,1.1822,4.553,1.77,116.4,2.2518,59.76,7036.65
2005.11.30,165.95,9540,1231.41,2232.82,1249.48,12.06,1672.56,3447.07,14872.15,5193.4,14937.14,299.47,5423.2,1536.21,1099.261,667.99,302.43,481.64,91.57,4,712.39,493.08,1033.7,5.24,8.0804,0.8484,1.44,1.1657,4.486,1.7293,119.81,2.2035,57.32,7407.52
2005.12.31,177.43,10594,1257.78,2205.32,1248.29,12.07,1645.2,3578.93,16111.43,5408.26,14876.43,310.03,5618.8,1649.76,1161.057,706.48,309.63,479.49,91.17,4.16,701.79,517,1010,4.28,8.0702,0.844,1.48,1.162,4.393,1.723,117.75,2.3355,61.04,7583.93
2006.1.31,180.65,11896,1313.21,2305.82,1280.09,12.95,1710.75,3691.41,16649.82,5674.15,15753.14,321.04,5760.3,1710.77,1258.046,783.77,324.66,539.11,88.96,4.29,690.24,568.9,964.65,4.28,8.0608,0.8226,1.57,1.139,4.517,1.7793,117.2,2.212,67.92,7810.88
2006.2.28,177.45,11044,1309.45,2281.39,1280.66,12.34,1670.57,3774.51,16205.43,5796.04,15918.48,327.88,5791.5,1660.42,1299.03,782.11,323.74,523.19,90.11,4.49,682.36,561.55,971,4.28,8.0402,0.8388,1.595,1.1369,4.553,1.7536,115.77,2.1235,61.41,7892.63
2006.3.31,176.21,10127,1335.07,2339.79,1294.83,11.39,1703.66,3853.74,17059.66,5970.08,15805.04,334.44,5964.6,1728.16,1298.295,787.8,329.79,499.65,89.73,4.59,665.21,583.65,971.65,4.28,8.0172,0.8254,1.78,1.1686,4.849,1.7372,117.78,2.164,66.63,8023.3
2006.4.30,184.1,10352,1373.38,2322.57,1310.61,11.59,1700.71,3839.9,16906.23,6009.89,16661.3,336.48,6023.1,1716.43,1440.223,841.58,340.19,516.91,86.11,4.79,685.44,654.43,943.2,4.28,8.014,0.7915,1.93,1.117,5.053,1.8259,113.83,2.087,71.88,8047.29
2006.5.31,171.01,9838,1322.25,2178.88,1270.09,16.44,1579.58,3637.17,15467.33,5692.86,15857.89,318.86,5723.8,1579.94,1641.3,751,325.74,464.74,84.72,4.94,630.5,645.2,945.7,4.28,8.0175,0.7808,1.84,1.1016,5.121,1.8698,112.64,2.307,71.29,7604.4
2006.6.30,167.45,9702,1319.93,2172.09,1270.2,13.08,1575.23,3648.92,15505.18,5683.31,16267.62,320.66,5833.4,1586.96,1672.211,747.54,325.11,441.72,85.16,4.99,590.68,615.85,948.7,4.28,7.9943,0.7818,1.93,1.117,5.138,1.8483,114.44,2.165,73.93,7652.1
2006.7.31,168.51,9782,1327.23,2091.47,1276.66,14.95,1509.43,3691.87,15456.81,5681.97,16971.34,326.04,5928.3,1572.01,1612.733,755.84,327.04,412.76,85.3,5.24,557.66,636.75,955.2,4.28,7.969,0.7833,1.929,1.1313,4.981,1.8677,114.68,2.177,74.4,7941.83
2006.8.31,175.44,10458,1358.87,2183.75,1303.82,12.31,1579.73,3808.7,16140.76,5859.57,17392.27,334.73,5906.1,1634.46,1658.638,773.12,334.81,449.22,85.05,5.25,572.83,627.3,961.3,4.28,7.9527,0.7804,1.63,1.1037,4.728,1.9047,117.4,2.145,70.26,8167.96
2006.9.30,178.05,10683,1373.37,2258.43,1335.85,11.98,1654.13,3899.41,16127.58,6004.33,17543.05,341.43,5960.8,1610.73,1752.424,778.16,338.28,454.7,86.03,5.25,600.42,598.3,946.25,4.28,7.904,0.789,1.675,1.118,4.63,1.8721,118.18,2.169,62.91,8425.91
2006.10.31,176.84,9830,1422.93,2366.71,1377.94,11.1,1732.54,4004.8,16399.39,6268.92,18324.35,353.34,6129.2,1617.42,1837.993,814.44,350.75,458.14,85.32,5.25,586.1,606.6,942.35,4.28,7.8794,0.7836,1.72,1.1222,4.6,1.9074,116.98,2.1418,58.73,8569.72
2006.11.30,184.96,10265,1455.17,2431.77,1400.63,10.91,1791.25,3987.23,16274.33,6309.19,18960.48,351.78,6048.8,1603.03,2099.289,874.08,360.04,479.02,82.95,5.25,622.17,648,929.55,4.28,7.8331,0.7552,1.655,1.1403,4.46,1.9659,115.81,2.1649,63.13,8484.57
2006.12.31,185.39,9945,1483.58,2415.29,1418.3,11.56,1756.9,4119.94,17225.83,6596.92,19964.72,365.26,6220.8,1681.07,2675.474,912.65,367.78,467.92,83.65,5.24,606.15,636.7,929.7,5.29,7.8045,0.7577,1.685,1.1657,4.704,1.9588,119.06,2.1364,61.05,8785.74
2007.1.31,175.99,9393,1500.23,2463.93,1438.24,10.42,1792.28,4178.54,17383.42,6789.11,20106.42,372.72,6203.1,1721.96,2786.335,901.48,371.2,458.93,84.6,5.25,576.37,653.2,941.2,5.29,7.7737,0.7673,1.705,1.1769,4.81,1.9655,120.7,2.1229,58.14,9135.11
2007.2.28,183.2,9198,1490.44,2416.15,1406.82,15.42,1761.65,4087.12,17604.12,6715.44,19651.51,365.03,6171.5,1752.74,2881.073,895.54,368.78,473.55,83.57,5.26,600.93,669.35,941.7,5.29,7.7417,0.7559,1.636,1.1699,4.568,1.9639,118.56,2.1205,61.79,8789.7
2007.3.31,187.6,9133,1514.18,2421.64,1420.86,14.64,1772.36,4181.03,17287.65,6917.03,19800.93,374.22,6308,1713.61,3183.983,929.03,375.3,465.57,82.93,5.26,648.99,663.8,940.8,5.29,7.7315,0.7488,1.659,1.154,4.646,1.9678,117.83,2.0594,65.87,8976.99
2007.4.30,198.55,9312,1577.86,2525.09,1482.37,14.22,1867.75,4392.34,17400.41,7408.87,20318.98,386.93,6449.2,1701,3841.272,969.93,391.14,492.94,81.447,5.25,675.88,678.45,930.85,5.29,7.7033,0.7327,1.66,1.1097,4.624,1.9995,119.53,2.0345,65.71,9428.27
2007.5.31,216.45,8679,1616.87,2604.52,1530.62,13.05,1928.19,4512.65,17875.75,7883.04,20634.47,396.74,6621.4,1755.68,4109.654,1014.79,401.52,488.26,82.301,5.25,747.87,660.5,927.78,5.29,7.646,0.7433,1.753,1.0689,4.89,1.9798,121.73,1.9246,64.01,9450.85
2007.6.30,221.31,9190,1602.36,2603.23,1503.35,16.23,1934.1,4489.77,18138.36,8007.32,21772.73,393.71,6607.9,1774.88,3820.703,1059.69,399.79,501.16,81.92,5.25,778.69,649.65,923.9,5.29,7.6151,0.7385,1.879,1.0653,5.026,2.0087,123.17,1.929,70.68,9209.36
2007.7.31,244.32,9969,1565.81,2545.57,1455.28,23.52,1932.06,4315.69,17248.89,7584.14,23184.94,380.07,6360.1,1706.18,4471.032,1112.77,393.34,499.08,80.77,5.26,811.52,664.3,919.3,5.29,7.5728,0.7308,1.8,1.0665,4.741,2.0313,118.62,1.8825,78.21,8885.04
2007.8.31,238.28,9596,1561.59,2596.36,1473.99,23.38,1988.73,4294.56,16569.09,7638.17,23984.14,375.94,6303.3,1608.25,5218.825,1086.98,391.49,497.44,80.791,5.02,775.13,673.3,938.3,5.29,7.545,0.7337,1.613,1.0556,4.531,2.0171,115.77,1.9619,74.04,8881.46
2007.9.30,247.2,9336,1633.58,2701.5,1526.75,18,2091.11,4381.71,16785.69,7861.51,27142.47,377.86,6466.8,1616.62,5552.301,1204.9,411.92,500.09,77.719,4.94,794.56,743.6,915.28,5.29,7.5105,0.7009,1.685,0.9923,4.588,2.0473,114.81,1.8336,81.66,8933.48
2007.10.31,260.42,8930,1682.35,2859.12,1549.38,18.53,2238.98,4489.79,16737.63,8019.22,31352.58,388.43,6721.6,1620.07,5954.765,1337.45,427.63,463.39,76.479,4.76,810.07,796.8,900.75,5.29,7.4627,0.6903,1.61,0.9431,4.473,2.0798,115.44,1.736,94.53,9019.57
2007.11.30,241.91,9174,1610.94,2660.96,1481.14,22.87,2089.1,4394.95,15680.67,7870.52,28643.61,370.36,6432.5,1531.88,4871.778,1242.06,408.1,414.58,76.147,4.49,741.84,783.55,921.17,5.29,7.3919,0.6834,1.478,0.9987,3.94,2.0563,111.24,1.7924,88.71,8828.36
2007.12.31,241.27,9147,1588.8,2652.28,1468.36,22.5,2084.93,4399.72,15307.78,8067.32,27812.65,364.64,6456.9,1475.68,5261.563,1245.59,403.25,408.04,76.695,4.24,704.23,833.7,935.37,5.77,7.3037,0.6855,1.51,0.9984,4.025,1.985,111.75,1.78,95.98,8484.46
2008.1.31,207.77,9788,1466.35,2389.86,1378.55,26.2,1841.42,3792.8,13592.47,6851.75,23455.74,322.16,5879.8,1346.31,4383.393,1088.72,369.93,359,75.178,3.94,608.84,926.1,943.95,5.77,7.1818,0.6729,1.44,1.0028,3.595,1.9872,106.45,1.7592,91.75,7670.44
2008.2.29,216.85,9213,1455.56,2271.48,1330.63,26.54,1745.27,3724.5,13603.02,6748.13,24331.67,318.95,5884.3,1324.28,4348.543,1167.66,370.41,348.05,73.714,2.98,655.94,973.9,939,5.77,7.1108,0.6588,1.365,0.9878,3.511,1.9891,103.74,1.6907,101.84,7533.86
2008.3.31,217.65,10249,1437.4,2279.1,1322.7,25.61,1781.93,3628.06,12525.54,6534.97,22849.2,305.96,5702.1,1212.96,3472.713,1104.58,363.99,343.94,71.802,2.61,644.45,916.9,990.3,5.77,7.012,0.6334,1.284,1.0253,3.411,1.9837,99.7,1.7519,101.58,7224.31
2008.4.30,235,11697,1508.99,2412.8,1385.59,20.79,1917.7,3825.02,13849.99,6948.82,25755.35,323.09,6087.3,1358.65,3693.106,1191.53,383.3,385.16,72.509,2.28,647.02,877.55,1002.4,5.77,6.9878,0.6401,1.585,1.0079,3.73,1.9869,103.92,1.6629,113.46,7529
2008.5.31,237.46,12190,1525.73,2522.66,1400.38,17.83,2032.57,3777.85,14338.54,7096.79,24533.12,322.12,6053.5,1408.14,3433.354,1210.04,387.75,415.2,72.879,1.99,652.15,886.5,1030.05,5.77,6.9421,0.6429,1.759,0.9934,4.061,1.9823,105.52,1.627,127.35,7511.29
2008.6.30,213.52,10290,1402.13,2292.98,1280,23.95,1837.09,3352.81,13481.38,6418.32,22102.01,289.39,5625.9,1320.1,2736.103,1087.12,355.4,368.16,72.463,2,590.19,925.4,1046.05,5.77,6.8544,0.6347,1.601,1.0215,3.971,1.9923,106.21,1.6037,140,6958.51
2008.7.31,204.12,9285,1366.7,2325.55,1267.38,22.94,1849.15,3367.82,13376.81,6479.56,22731.1,283.76,5411.9,1303.62,2775.717,1041.86,345.75,340.86,73.227,2.01,539.44,914.1,1012.15,5.77,6.8319,0.6409,1.539,1.0246,3.948,1.9841,107.92,1.5654,124.08,7141.21
2008.8.31,188.96,8495,1344.87,2367.52,1282.83,20.65,1872.54,3365.63,13072.87,6422.3,21261.89,288.18,5636.6,1254.71,2397.369,956.25,337.61,352.82,77.381,2,470.28,831.15,1088.95,5.77,6.8397,0.6815,1.415,1.0637,3.813,1.8211,108.8,1.6315,115.46,7238.74
2008.9.30,186.62,8874,1182.44,2091.88,1166.36,39.39,1594.63,3038.2,11259.86,5831.02,18016.21,256.05,4902.45,1087.41,2293.784,786.92,294.79,306.89,79.448,1.81,440.77,870.95,1206.85,5.77,6.846,0.7096,1.472,1.0644,3.825,1.7805,106.11,1.9046,100.64,6654.89
2008.10.31,147.5,8808,957.25,1720.95,968.75,59.89,1334.78,2591.76,8576.98,4987.97,13968.67,222.07,4377.34,867.12,1728.786,570.52,236.11,239.47,85.633,0.97,308.03,723.85,1290.5,5.77,6.8388,0.7855,1.476,1.2125,3.955,1.6076,98.47,2.159,67.81,6153.21
2008.11.30,140.66,8001,892.93,1535.57,896.24,55.28,1185.75,2430.31,8512.27,4669.44,13888.24,206.25,4288.01,834.82,1871.156,526.97,220.05,198.24,86.517,0.39,307.48,818.05,1468.75,5.77,6.8347,0.7879,1.399,1.2398,2.922,1.5377,95.53,2.3063,54.43,5816.6
2008.12.31,146.35,7507,920.23,1577.03,903.25,40,1211.65,2447.62,8859.56,4810.2,14387.48,198.36,4434.17,859.24,1820.805,567.04,227.68,212.17,81.308,0.16,332.05,882.05,1259.55,3.14,6.8277,0.7156,1.174,1.2188,2.214,1.4593,90.64,2.3145,44.6,5534.53
2009.1.31,151.33,8123,838.83,1476.42,825.88,44.84,1180.25,2236.98,7994.05,4338.35,13278.21,191.23,4149.64,794.03,1990.657,529.53,208.02,208.26,85.999,0.15,364.9,927.85,1379.6,3.14,6.8519,0.7806,1.297,1.2296,2.842,1.454,89.92,2.323,41.68,5290.05
2009.2.28,138.07,7940,750.86,1377.84,735.09,46.35,1116.99,1976.23,7568.42,3843.74,12811.57,172.92,3830.09,756.71,2082.852,499.3,187.17,199,88.008,0.22,363.21,942.32,1534.35,3.14,6.84,0.7893,1.28,1.2763,3.015,1.4318,97.58,2.3866,44.76,4690.67
2009.3.31,157.01,9455,805.22,1528.59,797.87,44.14,1237.01,2071.13,8109.53,4084.76,13576.02,176.46,3926.14,773.66,2373.213,569.97,202.04,230.91,85.43,0.18,421.44,919.35,1383.1,3.14,6.8339,0.7547,1.353,1.2602,2.665,1.4323,98.96,2.3228,49.66,4927.43
2009.4.30,176,9854,893.02,1717.3,872.81,36.5,1394.33,2375.34,8828.26,4769.45,15520.99,200.23,4243.71,837.79,2477.569,662.73,225.24,258.54,84.614,0.15,500.98,888.2,1282.95,3.14,6.821,0.7559,1.432,1.1925,3.121,1.479,98.63,2.1904,51.12,5225.92
2009.5.31,178.7,9288,970,1774.33,919.14,28.92,1435.57,2451.24,9522.5,4940.82,18171,208.21,4417.94,897.91,2632.93,773.12,246.69,271.31,79.348,0.18,528.8,979.18,1255.25,3.14,6.8291,0.7064,1.49,1.0915,3.461,1.619,95.34,1.9702,66.31,5349.74
2009.6.30,178.99,9863,964.05,1835.04,919.32,26.35,1477.25,2401.69,9958.44,4808.64,18378.73,205.83,4249.21,929.76,2959.362,761.3,244.9,263.15,80.133,0.21,485.15,926.5,1273.8,3.14,6.8305,0.7126,1.359,1.1623,3.535,1.6458,96.36,1.9518,69.89,5403.97
2009.7.31,202.96,12062,1044.75,1978.5,987.48,25.92,1603.36,2638.13,10356.83,5332.14,20573.33,224.91,4608.36,950.26,3412.062,844.02,266.14,301.74,78.347,0.16,504.35,954,1228.43,3.14,6.8321,0.7014,1.419,1.0776,3.481,1.6713,94.68,1.8651,69.45,5950.69
2009.8.31,207.44,12845,1085.6,2009.06,1020.63,26.01,1625.19,2775.17,10492.53,5464.61,19724.19,236,4908.9,965.73,2667.745,839.46,275.1,306.18,78.172,0.16,514.7,951.19,1248.95,3.14,6.8308,0.6977,1.31,1.0938,3.399,1.6288,93.12,1.8804,69.96,6217.12
2009.9.30,219.75,13578,1126.98,2122.42,1057.08,25.61,1718.99,2872.63,10133.23,5675.16,20955.25,242.47,5133.9,909.84,2779.426,914.05,287.23,325.75,76.653,0.15,505.94,1007.7,1178.05,3.14,6.8264,0.6831,1.301,1.0695,3.307,1.5982,89.71,1.767,70.61,6323.18
2009.10.31,206.81,12045,1106.17,2045.11,1036.2,30.69,1667.13,2743.5,10034.74,5414.96,21752.87,236.93,5044.55,894.67,2995.848,914.26,282.59,296.61,76.3,0.12,486.46,1045.45,1182.05,3.14,6.8275,0.6793,1.415,1.0848,3.385,1.6453,90.09,1.7612,77,6285.76
2009.11.30,204.75,11995,1149.01,2144.6,1095.63,24.51,1767.43,2797.25,9345.55,5625.95,21821.5,239.17,5190.68,839.94,3195.301,953.13,293.67,310.05,74.879,0.12,464.32,1179.63,1162.85,3.14,6.8274,0.6665,1.266,1.0563,3.2,1.644,86.41,1.7557,77.28,6260.95
2009.12.31,221.86,13439,1168.47,2269.15,1115.1,21.68,1860.31,2964.96,10546.44,5957.43,21872.5,253.89,5412.88,907.59,3277.139,989.47,299.44,359.91,77.86,0.12,513.57,1096.98,1164,0.75,6.8271,0.6978,1.295,1.0532,3.839,1.617,93.03,1.7445,79.36,6545.91
2010.1.31,210.34,13187,1119.54,2147.35,1073.87,24.62,1741.04,2776.83,10198.04,5608.79,20121.99,246.96,5188.52,901.12,2989.292,933.59,286.33,316.07,79.462,0.11,496.57,1081.2,1161.65,0.75,6.8269,0.7214,1.325,1.0704,3.586,1.5986,90.27,1.895,72.89,6440.72
2010.2.28,208.36,12514,1133.35,2238.26,1104.49,19.5,1818.68,2728.47,10126.03,5598.46,20608.7,245.8,5354.52,894.1,3051.943,935.93,289.5,338.86,80.362,0.13,507.03,1117.59,1159.85,0.75,6.8261,0.7337,1.305,1.0517,3.614,1.5238,88.97,1.8076,79.66,6710.99
2010.3.31,221.58,13759,1200.53,2397.96,1169.43,17.59,1958.34,2931.16,11089.94,6153.55,21239.35,263.57,5679.64,978.81,3109.105,1010.33,307.4,366.57,81.073,0.16,515.74,1113.25,1131.3,0.75,6.8259,0.7402,1.4,1.0153,3.828,1.5184,93.47,1.7813,83.76,6873.37
2010.4.30,227.95,14280,1198.56,2461.19,1186.69,22.05,2000.63,2816.86,11057.4,6135.7,21108.59,259.91,5553.29,987.04,2870.611,1020.03,307.35,376.07,81.866,0.2,523.75,1179.03,1108.3,0.75,6.8253,0.7521,1.29,1.0179,3.655,1.5274,93.85,1.7394,86.15,6616.82
2010.5.31,214.34,13053,1079.8,2257.04,1089.41,32.07,1852.39,2610.26,9768.7,5964.33,19765.19,244.98,5188.43,880.46,2592.147,926.4,277.17,355.66,86.588,0.2,489.42,1216.3,1202.24,0.75,6.8278,0.8126,1.265,1.0445,3.287,1.4538,91.27,1.8209,73.97,6312.6
2010.6.30,220.85,13101,1041.32,2109.24,1030.71,34.54,1739.14,2573.32,9382.64,5965.52,20128.99,243.32,4916.87,841.42,2398.37,917.99,268.25,332.3,86.019,0.18,489.98,1242.38,1221.8,0.75,6.7818,0.8172,1.091,1.0639,2.933,1.4945,88.43,1.8047,75.63,6128.06
2010.7.31,229.25,13711,1124.83,2254.7,1101.6,23.5,1864,2742.14,9537.3,6147.97,21029.81,255.35,5258.02,849.5,2637.502,991.41,289.75,348.81,81.539,0.18,481.45,1181,1182.75,0.75,6.7745,0.7662,1.074,1.0297,2.907,1.5689,86.47,1.7549,78.95,6200.78
2010.8.31,226.81,12796,1080.7,2114.03,1049.33,26.05,1767.43,2622.95,8824.06,5925.22,20536.49,251.31,5225.22,804.67,2638.798,970.05,279.06,307.49,83.202,0.19,464.71,1247.4,1198.83,0.75,6.8078,0.7887,0.971,1.0656,2.47,1.5348,84.2,1.7559,71.92,6180.89
2010.9.30,242.95,13152,1179.19,2368.62,1141.2,23.7,1998.04,2747.9,9369.35,6229.02,22358.17,259.72,5548.62,829.51,2655.658,1075.53,305.16,349.24,78.72,0.19,492.75,1308.54,1140.2,0.75,6.6921,0.7334,0.94,1.0292,2.512,1.5716,83.53,1.6873,79.97,6296.33
2010.10.31,242.98,12610,1222.23,2507.41,1183.26,21.2,2124.45,2844.99,9202.45,6601.37,23096.32,265.96,5675.16,810.91,2978.835,1105.75,315.95,372.64,77.266,0.19,526.45,1359.4,1125.16,0.75,6.6705,0.717,0.939,1.0194,2.601,1.6038,80.4,1.6991,81.43,6472.23
2010.11.30,249.64,13981,1193.56,2498.23,1180.55,23.54,2117.33,2650.99,9937.04,6688.49,23007.99,261.83,5528.27,860.94,2820.181,1075.85,308.38,390.12,81.195,0.19,498.39,1386.23,1159.25,0.75,6.6673,0.7702,1.194,1.0264,2.799,1.5562,83.69,1.7143,84.11,6312.43
2010.12.31,271.19,16149,1280.07,2652.87,1257.64,17.75,2217.86,2792.82,10228.92,6914.19,23035.45,275.81,5899.94,898.8,2808.077,1151.38,330.64,411.82,79.028,0.18,510.69,1421.4,1126,6.83,6.607,0.7471,1.128,0.998,3.295,1.5612,81.12,1.6613,91.38,6436.04
2011.1.31,273.12,16694,1308.08,2700.08,1286.12,19.53,2281.91,2953.63,10237.92,7077.48,23447.34,280.05,5862.94,910.08,2790.694,1119.08,335.58,440.51,77.735,0.17,521.38,1332.68,1121.3,6.83,6.595,0.7302,1.219,1.001,3.372,1.6014,82.04,1.667,92.19,6479.15
2011.2.28,256.36,15707,1351.65,2782.27,1327.22,18.35,2350.99,3013.09,10624.09,7272.32,23338.02,286.47,5994.01,951.27,2905.053,1107.77,344.82,458.62,76.889,0.16,504.46,1411.33,1128.9,6.83,6.5719,0.7243,1.264,0.9716,3.429,1.6257,81.78,1.6643,96.97,6610.44
2011.3.31,278.87,15860,1334.93,2781.07,1325.83,17.74,2338.99,2910.91,9755.1,7041.31,23527.52,275.9,5908.76,869.38,2928.111,1170.87,343.64,437.36,75.857,0.14,525.42,1432.2,1096.93,6.83,6.5483,0.7064,1.26,0.9706,3.472,1.6028,83.13,1.6318,106.72,6357.55
2011.4.30,290.39,15196,1388.62,2873.54,1363.61,14.75,2404.08,3011.25,9849.74,7514.46,23720.81,283.78,6069.9,851.85,2911.511,1204.03,356.9,449.56,72.933,0.1,511,1563.7,1071.53,6.83,6.4922,0.6753,1.21,0.9451,3.288,1.6707,81.19,1.5754,113.93,6539.7
2011.5.31,282.76,15350,1354.61,2835.3,1345.2,15.45,2372.54,2861.92,9693.73,7293.69,23684.13,281.06,5989.99,838.48,2743.472,1167.97,347.9,439.6,74.638,0.09,484.54,1535.73,1079.15,6.83,6.4786,0.6946,1.165,0.9685,3.062,1.6448,81.52,1.5801,102.7,6554.71
2011.6.30,275.17,14065,1331.18,2773.52,1320.64,16.52,2325.07,2848.53,9816.09,7376.24,22398.1,272.86,5945.71,849.22,2762.076,1146.22,341.82,410.35,74.303,0.09,479.55,1500.18,1067.65,6.83,6.4639,0.6896,1.14,0.9634,3.161,1.6053,80.56,1.5633,95.42,6187.07
2011.7.31,277.11,14371,1306.05,2756.38,1292.28,25.25,2362.81,2670.37,9833.03,7158.77,22440.25,265.25,5815.19,841.37,2701.729,1137.73,335.9,386.94,73.897,0.07,536.05,1627.05,1054.07,6.83,6.437,0.6945,1.082,0.9552,2.797,1.6426,76.76,1.5493,95.7,5783.35
2011.8.31,242.16,12668,1211.22,2579.46,1218.89,31.62,2241.01,2302.08,8955.2,5784.85,20534.85,237.43,5394.53,770.6,2567.34,1033.15,310.62,355.79,74.117,0.1,493.44,1825.55,1066.77,6.83,6.3781,0.6957,1.034,0.9777,2.224,1.625,76.66,1.5896,88.81,5528.52
2011.9.30,230.41,14303,1104.06,2415.4,1131.42,42.96,2139.18,2179.66,8700.29,5502.02,17592.41,226.18,5128.48,761.17,2359.22,880.43,280.64,338.82,78.553,0.08,449.66,1623.79,1178.1,6.83,6.3812,0.7468,1.032,1.0503,1.916,1.5584,77.06,1.8793,79.2,5531.74
2011.10.31,249.88,16483,1217.3,2684.41,1253.3,29.96,2360.08,2385.22,8988.39,6141.34,19864.87,243.48,5544.22,764.06,2468.25,995,310.41,386.49,76.166,0.07,490.69,1714.7,1110.21,6.83,6.3548,0.7216,1.047,1.0008,2.114,1.6087,78.17,1.7157,93.19,5731.27
2011.11.30,241.19,17096,1184.6,2620.34,1246.96,27.8,2295.2,2330.43,8434.61,6088.84,17989.35,240.08,5505.42,728.46,2333.414,928.32,300.45,373.32,78.384,0.08,492.81,1746.35,1142.57,6.83,6.3793,0.7438,1.072,1.0174,2.069,1.5704,77.62,1.8085,100.36,5652.31
2011.12.31,238.08,18099,1182.59,2605.15,1257.61,23.4,2277.83,2316.55,8455.35,5898.35,18434.39,244.54,5572.28,728.61,2199.417,916.39,299.51,364.44,80.178,0.07,500.18,1564.91,1152.45,3.73,6.295,0.7714,0.988,1.0213,1.877,1.5543,76.91,1.8668,98.83,5936.23
2012.1.31,256.9,18938,1240.89,2813.84,1312.41,19.44,2467.95,2416.66,8802.51,6458.91,20390.49,254.41,5681.61,755.27,2292.61,1019.39,316.65,408.94,79.288,0.08,513.99,1737.76,1123.26,3.73,6.3082,0.7643,0.967,1.0026,1.798,1.576,76.27,1.7468,98.48,5970.49
2012.2.29,267.13,20631,1298.72,2966.89,1365.68,18.43,2623.1,2512.11,9723.24,6856.08,21680.08,264.32,5871.51,835.96,2428.487,1079.44,331.93,424.17,78.737,0.1,542.3,1696.76,1118.96,3.73,6.2938,0.7505,0.963,0.9899,1.972,1.5917,81.15,1.7174,107.07,6109.93
2012.3.31,266.58,21812,1312.01,3091.57,1408.47,15.5,2755.27,2477.28,10083.56,6946.83,20555.58,263.32,5768.45,854.35,2262.789,1041.45,333.3,438.64,79.004,0.13,519.56,1668.15,1133.1,3.73,6.2985,0.7495,0.989,0.9987,2.211,1.6008,82.87,1.8268,103.02,6235.51
2012.4.30,264.35,23779,1293.99,3046.36,1397.91,17.15,2723.68,2306.43,9520.89,6761.19,21094.21,257.28,5737.78,804.27,2396.316,1026.02,328.67,413.39,78.776,0.14,478.89,1664.75,1130.13,3.73,6.2795,0.7554,0.897,0.9872,1.915,1.6234,79.82,1.9083,104.87,6096.34
2012.5.31,244.05,20717,1177.64,2827.34,1310.33,24.06,2524.87,2118.94,8542.73,6264.38,18629.52,239.73,5320.86,719.49,2372.234,906.3,297.98,368.37,83.043,0.16,471.94,1560.51,1180.33,3.73,6.3685,0.8087,0.824,1.0328,1.559,1.5405,78.32,2.0227,86.53,5850.18
2012.6.30,244.9,20555,1235.72,2935.05,1362.16,17.08,2615.72,2264.72,9006.78,6416.28,19441.46,251.17,5571.15,770.08,2225.431,937.35,312.11,385.46,81.627,0.16,489.16,1597.45,1145.4,3.73,6.354,0.7899,0.837,1.0166,1.646,1.5707,79.79,2.0094,84.96,6066.86
2012.7.31,250.08,22403,1250.57,2939.52,1379.32,18.93,2642.53,2325.72,8695.06,6772.26,19796.81,261.38,5635.28,736.31,2103.635,952.49,316.02,383.72,82.635,0.16,467.61,1614.58,1130.55,3.73,6.3617,0.8128,0.794,1.0031,1.469,1.5678,78.12,2.0569,88.06,6399.27
2012.8.31,250.56,21102,1279.21,3066.965,1406.58,17.47,2772.24,2440.71,8839.91,6970.79,19482.57,266.23,5711.48,731.64,2047.522,947.33,322.14,396.176,81.208,0.13,508.35,1691.85,1134.63,3.73,6.3486,0.7952,0.797,0.9863,1.549,1.5866,78.39,2.0308,96.47,6388.01
2012.9.30,262.49,23036,1311.5,3116.228,1440.67,15.73,2799.19,2454.26,8870.16,7216.15,20840.38,268.48,5742.07,737.42,2086.169,1002.66,331.58,382.274,79.935,0.14,523.78,1772.25,1111.38,3.73,6.2847,0.7777,0.778,0.9837,1.634,1.6167,77.96,2.0264,92.19,6495.88
2012.10.31,250.18,22420,1301.52,2977.234,1412.16,18.6,2647.92,2503.64,8928.29,7260.63,21641.82,270.3,5782.7,742.33,2068.88,995.33,329.07,367.028,79.919,0.16,508.31,1720.65,1090.7,3.73,6.2373,0.7719,0.775,0.9994,1.691,1.6129,79.77,2.0308,86.24,6595.13
