Date,KOSPI2 INDEX,005930 KS EQUITY,MXWO INDEX,CCMP INDEX,SPX INDEX,VIX INDEX,NDX INDEX,SX5E INDEX,NKY INDEX,DAX INDEX,HSI INDEX,SXXP INDEX,UKX INDEX,TPX INDEX,SHCOMP INDEX,MXEF INDEX,MXWD INDEX,SOX INDEX,DXY INDEX,FEDL01 INDEX,KOSDAQ INDEX,XAU BGN CURNCY,USDKRW BGN Curncy,EHGDKRY Index,USDCNY BGN Curncy,USDEUR Curncy,GJGB10 INDEX,CAD BGN CURNCY,GT10 GOVT,GBPUSD CURNCY,USDJPY CURNCY,BRL CURNCY,CL1 COMDTY,SMI INDEX
2012.11.30,254.25,24063,1315.49,3010.241,1416.18,15.87,2677.88,2575.25,9446.01,7405.5,22030.39,275.78,5866.82,781.46,1980.117,1007.02,332.64,374.347,80.153,0.16,499.37,1714.98,1082.85,3.73,6.226,0.7699,0.716,0.9944,1.616,1.6013,82.48,2.136,88.91,6820.6
2012.12.31,263.92,26182,1338.5,3019.514,1426.19,18.02,2660.93,2635.93,10395.18,7612.39,22656.92,279.68,5897.81,859.8,2269.128,1055.2,339.75,384.056,79.769,0.16,496.32,1675.35,1064.4,2.4,6.2306,0.758,0.791,0.9921,1.758,1.6255,86.75,2.0516,91.82,6822.44
2013.1.31,258.07,24909,1405.47,3142.132,1498.11,14.28,2731.53,2702.98,11138.66,7776.05,23729.53,287.22,6276.88,940.25,2385.422,1069.01,355.1,412.729,79.207,0.14,503.67,1663.7,1088.59,2.4,6.219,0.7365,0.754,0.9972,1.986,1.5857,91.71,1.9915,97.49,7390.86
2013.2.28,268.01,26560,1405.18,3160.19,1514.68,15.51,2738.58,2633.55,11559.36,7741.7,23020.27,289.94,6360.81,975.66,2365.593,1054.62,354.43,426.63,81.949,0.15,535.87,1579.61,1082.9,2.4,6.2217,0.7657,0.663,1.0306,1.876,1.5163,92.56,1.9785,92.05,7593.67
2013.3.31,263.39,26268,1434.51,3267.521,1569.19,12.7,2818.69,2624.02,12397.91,7795.31,22299.63,293.78,6411.74,1034.71,2236.621,1034.9,360.06,436.664,82.976,0.14,555.02,1597.5,1111.35,2.4,6.2102,0.7802,0.551,1.0174,1.85,1.5198,94.22,2.0217,97.23,7813.67
2013.4.30,255.72,26148,1476.14,3328.79,1597.57,13.52,2887.44,2712,13860.86,7913.71,22737.01,296.72,6430.12,1165.13,2177.912,1039.45,369.42,444.356,81.746,0.15,563.87,1476.71,1101.28,2.4,6.1658,0.7594,0.609,1.0073,1.673,1.5532,97.45,2.0013,93.46,7906.21
2013.5.31,261.47,26457,1471.93,3455.913,1630.74,16.3,2981.76,2769.64,13774.54,8348.84,22392.16,300.88,6583.09,1135.78,2300.595,1008.88,367.19,468.631,83.375,0.11,577.87,1387.8,1129.64,2.4,6.1345,0.7694,0.857,1.0375,2.129,1.5198,100.45,2.1411,91.97,7947.01
2013.6.30,242.27,23095,1433.55,3403.247,1606.28,16.86,2909.6,2602.59,13677.32,7959.22,20803.29,285.02,6215.47,1133.84,1979.206,940.33,355.81,468.434,83.136,0.09,519.06,1234.53,1142.06,2.4,6.1375,0.7687,0.853,1.0519,2.487,1.5213,99.14,2.2317,96.56,7683.04
2013.7.31,247.99,22028,1507.91,3626.371,1685.73,13.45,3090.19,2768.15,13668.32,8275.97,21883.66,299.58,6621.06,1131.7,1993.799,947.55,372.49,477.781,81.452,0.09,554.31,1325.07,1123.28,2.4,6.1289,0.7517,0.802,1.0277,2.577,1.5207,97.88,2.2766,105.03,7820.43
2013.8.31,251.74,23542,1472.74,3589.868,1632.97,17.01,3073.81,2721.37,13388.86,8103.15,21731.37,297.32,6412.93,1106.05,2098.382,929.54,363.98,457.699,82.087,0.08,516.74,1395.27,1110.04,2.4,6.1203,0.7564,0.72,1.0537,2.785,1.5504,98.17,2.3855,107.65,7745.97
2013.9.30,260.91,23525,1543.67,3771.479,1681.55,16.6,3218.2,2893.15,14455.8,8594.4,22859.86,310.46,6462.22,1194.1,2174.665,987.46,382.07,490.835,80.221,0.08,534.89,1329.03,1074.64,2.4,6.1209,0.7393,0.686,1.0309,2.611,1.6186,98.27,2.217,102.33,8022.6
2013.10.31,266.91,25211,1602.86,3919.706,1756.54,13.75,3377.73,3067.95,14327.94,9033.92,23206.37,322.37,6731.43,1194.26,2141.614,1034.42,397.11,507.093,80.195,0.09,532.44,1323.06,1060.73,2.4,6.0938,0.7362,0.595,1.0431,2.555,1.604,98.36,2.2398,96.38,8234.29
2013.11.30,269.57,25710,1628.42,4059.886,1805.81,13.7,3487.82,3086.64,15661.87,9405.3,23881.29,325.16,6650.57,1258.66,2220.504,1018.28,402.05,510.251,80.68,0.08,517.06,1253.35,1058.2,2.4,6.094,0.7358,0.605,1.0614,2.745,1.6368,102.44,2.336,92.72,8264.2
2013.12.31,264.24,23845,1661.07,4176.59,1848.36,13.72,3592,3109,16291.31,9552.16,23306.39,328.26,6749.09,1302.29,2115.978,1002.69,408.55,535.033,80.035,0.09,499.99,1201.64,1049.8,3.15,6.0543,0.7277,0.741,1.0623,3.029,1.6557,105.31,2.3621,98.42,8202.98
2014.1.31,252.89,22246,1598.46,4103.878,1782.59,18.41,3521.92,3013.96,14914.53,9306.48,22035.42,322.52,6510.44,1220.64,2033.083,936.53,391.92,529.185,81.311,0.07,515.2,1244.55,1080.97,3.15,6.0612,0.7415,0.622,1.1128,2.645,1.6439,102.04,2.4128,97.49,8191.33
2014.2.28,258.41,23445,1675.4,4308.119,1859.45,14,3696.1,3149.23,14841.07,9692.08,22836.96,338.02,6809.7,1211.66,2056.302,966.42,410.13,563.831,79.691,0.07,528.96,1326.39,1067.6,3.15,6.1451,0.7246,0.586,1.1064,2.648,1.6745,101.8,2.3443,102.59,8475.33
2014.3.31,258.11,23341,1673.87,4198.994,1872.34,13.88,3595.74,3161.6,14827.83,9555.91,22151.06,334.31,6598.37,1202.89,2033.306,994.65,411.02,586.745,80.1,0.08,541.58,1284.01,1064.7,3.15,6.2171,0.7263,0.642,1.105,2.719,1.6662,103.23,2.2719,101.58,8453.82
2014.4.30,255.33,23341,1687.74,4114.556,1883.95,13.41,3582.02,3198.39,14304.11,9603.23,22133.97,337.89,6780.03,1162.44,2026.358,995.28,414.09,575.969,79.474,0.09,559.34,1291.6,1033.22,3.15,6.2595,0.7211,0.627,1.0962,2.647,1.6873,102.24,2.2323,99.74,8476.66
2014.5.31,259.94,25079,1715.18,4242.618,1923.57,11.4,3736.82,3244.6,14632.38,9943.27,23081.65,344.24,6844.51,1201.41,2039.213,1027.69,421.53,599.589,80.369,0.09,546.53,1249.68,1020.2,3.15,6.2471,0.7335,0.578,1.0846,2.477,1.6755,101.77,2.2415,102.71,8674.52
2014.6.30,260.56,22984,1743.42,4408.178,1960.23,11.57,3849.48,3228.24,15162.1,9833.07,23190.72,341.86,6743.94,1262.56,2048.327,1050.78,428.75,635.928,79.775,0.1,537.06,1327.33,1011.84,3.15,6.2031,0.7305,0.566,1.0671,2.531,1.7106,101.33,2.2143,105.37,8554.52
2014.7.31,269.68,23349,1714.35,4369.773,1930.67,16.95,3892.5,3115.51,15620.77,9407.48,24756.85,335.99,6730.11,1289.42,2201.562,1065.77,423.04,607.546,81.456,0.09,536.32,1282.59,1027.78,3.15,6.1738,0.7466,0.538,1.0906,2.559,1.6886,102.8,2.2636,98.17,8410.27
2014.8.31,265.41,21454,1748.69,4580.271,2003.37,11.98,4082.56,3172.63,15424.59,9470.17,24742.06,342,6819.75,1277.97,2217.2,1087.88,431.55,645.253,82.748,0.09,570.2,1287.32,1013.88,3.15,6.1436,0.7615,0.496,1.0878,2.344,1.6598,104.09,2.2359,95.96,8658.97
2014.9.30,256.77,20585,1698.41,4493.39,1972.29,16.31,4049.45,3225.93,16173.52,9474.3,22932.98,343.08,6622.72,1326.29,2363.87,1005.33,416.85,638.476,85.936,0.09,573.22,1208.15,1055.21,3.15,6.1394,0.7917,0.531,1.1198,2.49,1.6213,109.65,2.4469,91.16,8835.14
2014.10.31,250.45,21628,1708.09,4630.742,2018.05,14.03,4158.21,3113.32,16413.76,9326.87,23998.06,336.8,6546.47,1333.64,2420.178,1016.07,419.45,640.856,86.917,0.09,558.7,1172.94,1068.82,3.15,6.113,0.7983,0.458,1.1266,2.336,1.5995,112.32,2.4778,80.54,8837.78
2014.11.30,253.7,22376,1739.5,4791.63,2067.56,13.33,4337.79,3250.93,17459.85,9980.85,23987.45,347.25,6722.62,1410.34,2682.835,1004.72,425.82,685.741,88.356,0.09,545.08,1167.38,1108.06,3.15,6.145,0.8033,0.421,1.1416,2.165,1.5645,118.63,2.5654,66.15,9150.46
2014.12.31,244.05,23409,1709.67,4736.054,2058.9,19.2,4236.28,3146.43,17450.77,9805.55,23605.04,342.54,6566.09,1407.51,3234.678,956.31,417.12,686.871,90.269,0.12,542.97,1184.37,1090.98,3.22,6.2055,0.8266,0.329,1.1621,2.172,1.5577,119.78,2.6576,53.27,8983.37
2015.1.31,249.88,24079,1677.54,4635.24,1994.99,20.97,4148.43,3351.44,17674.39,10694.32,24507.05,367.05,6749.4,1415.07,3210.363,961.61,410.33,653.137,94.804,0.11,591.58,1283.79,1093.68,3.22,6.2506,0.8861,0.278,1.2732,1.642,1.506,117.49,2.6829,48.24,8385.13
2015.2.28,251.46,23938,1772.86,4963.527,2104.5,13.34,4440.67,3599,18797.94,11401.66,24823.29,392.21,6946.66,1523.85,3310.303,990.28,432.47,714.65,95.293,0.11,624.56,1213.18,1098,3.22,6.2694,0.8931,0.335,1.2515,1.994,1.5438,119.63,2.8412,49.76,9014.53
2015.3.31,257.28,25420,1740.81,4900.885,2067.89,15.29,4333.69,3697.38,19206.99,11966.17,24900.89,397.3,6773.04,1543.11,3747.899,974.57,424.76,695.483,98.357,0.11,650.49,1183.57,1109.69,3.22,6.1997,0.9318,0.405,1.2686,1.924,1.4818,120.13,3.1967,47.6,9128.98
2015.4.30,266.42,24873,1778.4,4941.424,2085.51,14.55,4414.25,3615.59,19520.01,11454.38,28133,395.79,6960.63,1592.79,4441.655,1047.78,436.3,686.287,94.6,0.12,689.01,1184.37,1072.29,3.22,6.2032,0.8911,0.342,1.2077,2.033,1.5351,119.38,3.0145,59.63,9077.12
2015.5.31,260.39,23056,1779.31,5070.026,2107.39,13.84,4508.25,3570.78,20563.15,11413.82,27424.19,399.87,6984.43,1673.65,4611.744,1004.22,434.51,745.408,96.907,0.12,711.39,1190.58,1108.19,3.22,6.1976,0.9098,0.394,1.2454,2.122,1.5291,124.15,3.1787,60.3,9237.79
2015.6.30,252.27,22386,1735.61,4986.867,2063.11,18.23,4396.76,3424.3,20235.73,10944.97,26250.03,381.31,6520.98,1630.4,4277.222,972.25,423.51,680.539,95.485,0.13,742.27,1172.35,1115.49,3.22,6.201,0.8979,0.465,1.2494,2.354,1.5712,122.5,3.103,59.47,8780.91
2015.7.31,244.3,20920,1765.6,5128.281,2103.84,12.12,4588.91,3600.69,20585.24,11308.99,24636.28,396.37,6696.28,1659.52,3663.725,901.68,426.78,646.287,97.336,0.13,725.06,1095.8,1170.31,3.22,6.2097,0.9104,0.415,1.3091,2.181,1.5622,123.89,3.4214,47.12,9428.17
2015.8.31,232.8,19226,1645.43,4776.508,1972.18,28.43,4274.58,3269.63,18890.48,10259.46,21670.58,362.79,6247.94,1537.05,3205.986,818.73,396.73,611.045,95.824,0.14,687.11,1134.93,1182.9,3.22,6.379,0.892,0.38,1.314,2.219,1.5345,121.23,3.6205,49.2,8824.56
2015.9.30,236.71,20020,1581.92,4620.165,1920.03,24.5,4181.06,3100.67,17388.15,9660.44,20846.3,347.77,6061.61,1411.16,3052.782,792.05,381.65,602.734,96.35,0.14,678.48,1115.09,1185.39,3.22,6.356,0.8947,0.356,1.3313,2.038,1.5128,119.88,3.9475,45.09,8513.41
2015.10.31,249.41,24222,1705.8,5053.749,2079.36,15.07,4648.83,3418.23,19083.1,10850.14,22640.04,375.47,6361.09,1558.2,3382.561,847.84,411.25,662.517,96.946,0.12,683.63,1142.11,1140.54,3.22,6.3174,0.9086,0.309,1.308,2.143,1.5428,120.62,3.8558,46.59,8938.65
2015.11.30,244.24,22668,1694.4,5108.666,2080.41,16.13,4664.51,3506.45,19747.47,11382.23,21996.42,385.43,6356.09,1580.25,3445.405,814.3,407.2,677.136,100.17,0.12,688.38,1064.77,1157.9,3.22,6.3984,0.9466,0.307,1.3362,2.207,1.5056,123.11,3.8674,41.65,8993.1
2015.12.31,240.38,22601,1662.79,5007.412,2043.94,18.21,4593.27,3267.52,19033.71,10743.01,21914.4,365.81,6242.32,1547.3,3539.182,794.14,399.36,663.481,98.631,0.24,682.35,1061.1,1175.06,2.8,6.4937,0.921,0.265,1.3839,2.27,1.4736,120.22,3.9608,37.04,8818.09
2016.1.31,232.1,20628,1562.18,4613.953,1940.24,20.2,4279.17,3045.09,17518.3,9798.11,19683.11,342.27,6083.79,1432.07,2737.6,742.37,375.02,613.681,99.606,0.34,682.8,1118.21,1199.13,2.8,6.576,0.9233,0.1,1.3976,1.922,1.4244,121.14,3.9992,33.62,8319.81
2016.2.29,234.63,21131,1547.17,4557.95,1932.23,20.55,4201.12,2945.75,16026.76,9495.4,19111.93,333.92,6097.09,1297.85,2687.979,740.33,371.66,622.111,98.211,0.38,651.62,1238.67,1236.65,2.8,6.552,0.9197,-0.06,1.354,1.736,1.3917,112.69,4.0159,33.75,7843.63
2016.3.31,245.86,23534,1648.12,4869.848,2059.74,13.95,4483.66,3004.93,16758.67,9965.51,20776.7,337.54,6174.9,1347.2,3003.915,836.8,398.26,676.892,94.586,0.36,688.38,1232.75,1143.42,2.8,6.4536,0.8787,-0.029,1.3004,1.77,1.436,112.57,3.5922,38.34,7807.89
2016.4.30,245.2,22332,1670.8,4775.358,2065.3,15.7,4341.3,3028.21,16666.05,10038.97,21067.05,341.48,6241.89,1340.55,2938.324,840.19,403.34,645.338,93.082,0.37,699.77,1293.53,1139.4,2.8,6.478,0.8733,-0.075,1.2556,1.834,1.4612,106.5,3.4358,45.92,7960.85
2016.5.31,243.63,23175,1674.61,4948.055,2096.96,14.19,4523.89,3063.48,17234.98,10262.74,20815.09,347.45,6230.79,1379.8,2916.616,807.45,402.57,699.363,95.891,0.37,698.45,1215.32,1191.93,2.8,6.5854,0.8983,-0.105,1.3093,1.847,1.4483,110.73,3.6116,49.1,8216.42
2016.6.30,244.14,25579,1653.23,4842.672,2098.86,15.63,4417.7,2864.74,15575.92,9680.09,20794.37,329.88,6504.33,1245.82,2929.606,834.1,399.29,691.668,96.143,0.38,675.09,1321.9,1151.8,2.8,6.648,0.9004,-0.217,1.2924,1.471,1.3311,103.2,3.213,48.33,8020.15
2016.7.31,251.48,27626,1721.79,5162.131,2173.6,11.87,4730.23,2990.76,16569.27,10337.5,21891.37,341.89,6724.43,1322.74,2979.339,873.47,416.09,766.776,95.53,0.39,706.24,1351.28,1120.24,2.8,6.635,0.8949,-0.19,1.303,1.454,1.323,102.06,3.2489,41.6,8127.2
2016.8.31,256.87,29080,1719.52,5213.219,2170.95,13.42,4771.06,3023.13,16887.4,10592.69,22976.88,343.53,6781.51,1329.54,3085.491,893.68,416.61,801.482,96.022,0.4,663.69,1308.97,1114.8,2.8,6.6793,0.8962,-0.063,1.3105,1.581,1.3138,103.43,3.2267,44.7,8202.13
2016.9.30,257.49,28685,1725.67,5312.002,2168.27,13.29,4875.7,3002.24,16449.84,10511.02,23297.15,342.92,6899.33,1322.78,3004.703,903.46,418.43,835.6,95.463,0.4,681.21,1315.87,1101.13,2.8,6.6718,0.8901,-0.089,1.3127,1.595,1.2972,101.35,3.2624,48.24,8139.01
2016.10.31,255.93,29421,1690.92,5189.135,2126.15,17.06,4801.27,3055.25,17425.02,10665.01,22934.54,338.97,6954.22,1393.02,3100.492,905.09,411.01,823.52,98.445,0.4,624.68,1277.21,1143.78,2.8,6.7758,0.9107,-0.048,1.3409,1.826,1.2242,104.82,3.1936,46.86,7827.74
2016.11.30,254.26,31342,1712.09,5323.681,2198.81,13.33,4810.81,3051.61,18308.48,10640.3,22789.77,341.99,6783.79,1469.43,3250.035,862.83,413.43,879.466,101.5,0.41,596.11,1173.2,1168.96,2.8,6.8894,0.9444,0.025,1.3437,2.382,1.2506,114.46,3.3858,49.44,7875.19
2016.12.31,260.01,32849,1751.22,5383.117,2238.83,14.04,4863.62,3290.52,19114.37,11481.06,22000.56,361.42,7142.83,1518.61,3103.637,862.27,421.84,906.471,102.21,0.54,631.44,1147.5,1205.83,2.95,6.945,0.9506,0.046,1.3441,2.445,1.234,116.96,3.2552,53.72,8219.87
2017.1.31,268.09,35966,1792.4,5614.786,2278.87,11.99,5116.77,3230.68,19041.34,11535.31,23360.78,360.12,7099.15,1521.67,3159.166,909.23,433.13,944.279,99.512,0.65,616.13,1210.72,1161.31,2.95,6.884,0.9261,0.087,1.303,2.454,1.2579,112.8,3.1486,52.81,8291.69
2017.2.28,270.06,35036,1838.7,5825.438,2363.64,12.92,5330.31,3319.61,19118.99,11834.41,23740.73,370.24,7263.44,1535.32,3241.733,936.37,444.5,969.384,101.12,0.66,612.2,1248.44,1130.28,2.95,6.867,0.9455,0.056,1.3301,2.391,1.238,112.77,3.1104,54.01,8545.81
2017.3.31,280.64,37678,1853.69,5911.738,2362.72,12.37,5436.23,3500.93,18909.26,12312.87,24111.59,381.14,7322.92,1512.6,3222.514,958.37,448.87,1011.403,100.35,0.79,619.28,1249.2,1118.45,2.95,6.8872,0.9385,0.07,1.3318,2.388,1.255,111.39,3.122,50.6,8658.89
2017.4.30,287.21,40806,1878.28,6047.606,2384.2,10.82,5583.53,3559.59,19196.74,12438.01,24615.13,387.09,7203.94,1531.8,3154.658,977.96,455.17,1005.527,99.05,0.9,628.24,1268.28,1137.65,2.95,6.8935,0.9178,0.018,1.3653,2.281,1.2951,111.49,3.1768,49.33,8812.67
2017.5.31,304.67,40879,1911.74,6198.517,2411.8,10.41,5788.8,3554.59,19650.57,12615.06,25660.65,389.99,7519.95,1568.37,3117.178,1005.33,463.79,1091.422,96.922,0.91,652.04,1268.92,1119.65,2.95,6.818,0.8894,0.049,1.35,2.204,1.289,110.78,3.227,48.32,9016.64
2017.6.30,311.76,43604,1916.43,6140.42,2423.41,11.18,5646.92,3441.88,20033.43,12325.12,25764.58,379.37,7312.72,1611.9,3192.427,1010.8,465.09,1034.907,95.628,1.04,669.04,1241.61,1144.14,2.95,6.7809,0.8752,0.086,1.2964,2.305,1.3025,112.39,3.3082,46.04,8906.89
2017.7.31,314.6,44210,1961.1,6348.123,2470.3,10.26,5880.33,3449.36,19925.18,12118.25,27323.99,377.85,7372,1618.61,3273.028,1066.23,477.58,1085.15,92.863,1.15,650.47,1269.44,1119.32,2.95,6.7266,0.8445,0.083,1.248,2.295,1.3215,110.26,3.1254,50.17,9055
2017.8.31,308.28,42485,1959.74,6428.662,2471.65,10.59,5988.6,3421.47,19646.24,12055.84,27970.3,373.88,7430.62,1617.41,3360.81,1087.7,478.41,1114.312,92.668,1.16,657.83,1321.43,1127.55,2.95,6.5901,0.8397,0.009,1.2482,2.118,1.293,109.98,3.1491,47.23,8925.45
2017.9.30,316.27,47163,2000.55,6495.959,2519.36,9.51,5979.3,3594.85,20356.28,12828.86,27554.3,388.16,7372.76,1674.75,3348.943,1081.72,486.88,1171.738,93.076,1.15,652.82,1279.75,1145.44,2.95,6.6528,0.8464,0.068,1.2472,2.334,1.3398,112.51,3.1625,51.67,9157.46
2017.10.31,333.57,50657,2036.8,6727.669,2575.26,10.18,6248.56,3673.95,22011.61,13229.57,28245.54,395.22,7493.08,1765.96,3393.342,1119.08,496.62,1275.605,94.552,1.15,694.2,1271.45,1120.34,2.95,6.635,0.8587,0.071,1.2888,2.38,1.3283,113.64,3.2713,54.38,9242.18
2017.11.30,325.25,46721,2077.36,6873.973,2647.58,11.28,6365.56,3569.93,22724.96,13023.98,29177.35,386.69,7326.67,1792.08,3317.188,1120.79,505.44,1272.552,93.047,1.16,771.42,1275.01,1087.97,2.95,6.6091,0.8401,0.039,1.2897,2.411,1.3525,112.54,3.2681,57.4,9318.77
2017.12.31,324.74,47290,2103.45,6903.389,2673.61,11.04,6396.42,3503.96,22764.94,12917.64,29919.15,389.18,7687.77,1817.56,3307.172,1158.45,513.03,1253.048,92.124,1.3,798.42,1302.8,1067.4,3.16,6.5068,0.833,0.048,1.2571,2.406,1.3513,112.69,3.3125,60.42,9381.87
2018.1.31,333.38,46306,2213.24,7411.482,2823.81,13.54,6949.99,3609.29,23098.29,13189.48,32887.27,395.46,7533.55,1836.71,3480.833,1254.59,541.67,1361.5,89.133,1.41,913.57,1345.14,1067.75,3.16,6.2888,0.8056,0.085,1.2315,2.706,1.4191,109.19,3.1875,64.73,9335.4
2018.2.28,312.86,43671,2117.99,7273.009,2713.83,19.85,6854.42,3438.96,22068.24,12435.85,30844.72,379.63,7231.91,1768.24,3259.408,1195.19,518.08,1362.024,90.613,1.42,857.06,1318.31,1083,3.16,6.331,0.8201,0.053,1.2831,2.862,1.376,106.68,3.2475,61.64,8906.38
2018.3.31,314.61,46010,2066.84,7063.445,2640.87,19.97,6581.13,3361.5,21454.3,12096.73,30093.38,370.87,7056.61,1716.3,3168.896,1170.88,505.81,1328.902,89.974,1.51,871.09,1325.48,1063.63,3.16,6.2755,0.8114,0.049,1.29,2.74,1.4015,106.28,3.3063,64.94,8740.97
2018.4.30,323.56,49543,2086.51,7066.266,2648.05,15.93,6605.57,3536.52,22467.87,12612.11,30808.45,385.32,7509.3,1777.23,3082.232,1164.43,509.69,1244.396,91.841,1.69,875.95,1315.39,1068.05,3.16,6.3322,0.8279,0.055,1.2843,2.954,1.3763,109.34,3.5063,68.57,8886.26
2018.5.31,310.92,47393,2092.92,7442.117,2705.27,15.43,6967.73,3406.65,22201.82,12604.89,30468.56,383.06,7678.2,1747.45,3095.474,1120.71,508.77,1378.996,93.979,1.7,879.66,1298.51,1077.24,3.16,6.4106,0.8553,0.04,1.2958,2.859,1.3298,108.82,3.7239,67.04,8456.95
2018.6.30,299.66,43932,2089.3,7510.304,2718.37,16.09,7040.8,3395.6,22304.51,12306,28955.11,379.93,7636.93,1730.89,2847.418,1069.52,505.2,1313.704,94.47,1.82,818.22,1252.6,1114.67,3.16,6.621,0.8558,0.036,1.3133,2.861,1.3207,110.76,3.8769,74.15,8609.3
2018.7.31,297.45,43555,2153.1,7671.789,2816.29,12.83,7231.98,3525.49,22553.72,12805.5,28583.01,391.61,7748.76,1753.29,2876.401,1087.46,519.82,1367.475,94.554,1.91,775.52,1224.15,1118.73,3.16,6.8167,0.8554,0.062,1.3006,2.961,1.3124,111.86,3.7572,68.76,9174.33
2018.8.31,300.07,45627,2175.5,8109.537,2901.52,12.86,7654.55,3392.9,22865.15,12364.06,27888.55,382.26,7432.42,1735.35,2725.25,1055.96,522.88,1401.203,95.14,1.91,816.97,1201.15,1113.07,3.16,6.8315,0.862,0.107,1.304,2.861,1.296,111.03,4.0551,69.8,8973.56
2018.9.30,300.51,44073,2184.01,8046.353,2913.98,12.12,7627.65,3399.2,24120.04,12246.73,27788.52,383.18,7510.2,1817.25,2821.35,1047.91,524.25,1366.742,95.132,1.95,822.27,1190.88,1109.3,3.16,6.8688,0.8617,0.13,1.2908,3.062,1.3031,113.7,4.0504,73.25,9087.99
2018.10.31,264.01,40230,2021.98,7305.899,2711.74,21.23,6967.1,3197.51,21920.46,11447.51,24979.69,361.61,7128.1,1646.12,2602.783,955.92,484.57,1202.297,97.127,2.19,648.67,1214.76,1139.82,3.16,6.9757,0.884,0.127,1.3157,3.144,1.2766,112.94,3.724,65.31,9022.16
2018.11.30,271.35,39708,2041.36,7330.537,2760.17,18.07,6949.01,3173.13,22351.06,11257.24,26506.75,357.49,6980.24,1667.45,2588.188,994.72,490.86,1239.602,97.272,2.2,695.76,1220.52,1120.75,3.16,6.9605,0.8835,0.092,1.3292,2.989,1.2749,113.57,3.8671,50.93,9037.76
2018.12.31,261.98,37061,1883.9,6635.277,2506.85,25.42,6329.96,3001.42,20014.77,10558.96,25845.7,337.65,6728.13,1494.09,2493.896,965.78,455.66,1155.173,96.173,2.27,675.65,1282.49,1110.95,2.91,6.8785,0.8722,0.003,1.3637,2.685,1.2754,109.69,3.8812,45.41,8429.3
2019.1.31,285.89,44196,2028.49,7281.737,2704.1,16.57,6906.84,3159.43,20773.49,11173.1,27942.47,358.67,6968.85,1567.49,2584.573,1049.93,491.19,1272.09,95.578,2.4,716.86,1321.25,1112.72,2.91,6.6961,0.8736,0.005,1.3125,2.63,1.3109,108.89,3.6471,53.79,8969.27
2019.2.28,283.8,43190,2085.84,7532.532,2784.49,14.78,7097.53,3298.26,21385.16,11515.64,28633.18,372.8,7074.73,1607.66,2940.954,1050.95,503.48,1350.202,96.157,2.4,731.25,1313.32,1124.44,2.91,6.6941,0.8794,-0.022,1.3172,2.716,1.3263,111.39,3.7564,57.22,9388.94
2019.3.31,276.48,43096,2107.74,7729.321,2834.4,13.71,7378.77,3351.71,21205.81,11526.04,29051.36,379.09,7279.19,1591.64,3090.758,1058.13,508.55,1395.511,97.284,2.41,729.31,1292.38,1135.18,2.91,6.7121,0.8914,-0.081,1.3349,2.406,1.3035,110.86,3.921,60.14,9477.84
2019.4.30,284.92,44254,2178.67,8095.388,2945.83,13.12,7781.46,3514.62,22258.73,12344.08,29699.11,391.35,7418.22,1617.93,3078.339,1079.24,524.84,1556.18,97.479,2.42,754.74,1283.53,1168.15,2.91,6.7348,0.8917,-0.04,1.3388,2.503,1.3032,111.42,3.919,63.91,9769.74
2019.5.31,263.89,41021,2046.25,7453.148,2752.06,18.71,7127.96,3280.43,20601.19,11726.84,26901.09,369.06,7161.71,1512.28,2898.696,998,492.12,1296.185,97.75,2.39,696.47,1305.58,1190.91,2.91,6.905,0.8954,-0.094,1.3516,2.125,1.2629,108.29,3.9229,53.5,9523.98
2019.6.30,277.5,45718,2178.35,8006.244,2941.76,15.08,7671.08,3473.69,21275.92,12398.8,28542.62,384.87,7425.63,1551.14,2978.878,1054.86,523.44,1458.959,96.13,2.38,690.53,1409.55,1154.8,2.91,6.8668,0.8793,-0.158,1.3095,2.006,1.2696,107.85,3.8497,58.47,9898.24
2019.7.31,266.34,44113,2187.56,8175.419,2980.38,16.12,7848.78,3466.85,21521.53,12189.04,27777.75,385.77,7586.78,1565.14,2932.506,1037.01,524.35,1542.442,98.516,2.4,630.18,1413.78,1183.01,2.91,6.8811,0.9028,-0.153,1.3191,2.015,1.2159,108.78,3.8115,58.58,9919.27
2019.8.31,259,42800,2138.52,7962.882,2926.46,18.98,7691,3426.76,20704.37,11939.28,25724.73,379.48,7207.18,1511.86,2886.237,984.33,510.88,1504.925,98.916,2.13,610.55,1520.38,1211.35,2.91,7.1565,0.9102,-0.269,1.3311,1.498,1.2156,106.28,4.1455,55.1,9895.65
2019.9.30,273.55,48058,2180.02,7999.338,2976.74,16.24,7749.45,3569.45,21755.84,12428.08,26092.27,393.15,7408.21,1587.8,2905.189,1001,520.65,1558.755,99.377,2.04,621.76,1472.49,1196.38,2.91,7.1483,0.9176,-0.213,1.3241,1.666,1.2289,108.08,4.157,54.07,10078.32
2019.10.31,275.82,49381,2233.53,8292.36,3037.56,13.22,8083.83,3604.41,22927.04,12866.79,26906.72,396.75,7248.38,1667.01,2929.056,1041.98,534.41,1651.225,97.352,1.83,658.52,1512.99,1163.72,2.91,7.0391,0.8967,-0.133,1.3164,1.692,1.2942,108.03,4.0195,54.18,10219.82
